sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1720247,3202.0,,0.0,0.0,0.0,0.0,21.0,40.0,78.0,142.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
3117334,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1336315,375.0,8.0,0.0,200.0,500.0,800.0,84.0,247.0,585.0,856.0,105.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1119054,336.0,8.0,4.0,0.0,200.0,200.0,49.0,134.0,272.0,523.0,243.0,No,0.0,0.97,0.95,0.0,No,No,No,Yes,No,No
1967244,4.0,8.0,0.0,0.0,2.0,4.0,3.0,3.0,5.0,9.0,2.0,No,0.0,0.98,0.98,0.0,No,No,Yes,Yes,No,No
1280733,10.0,,0.0,0.0,0.0,0.0,2.0,4.0,5.0,5.0,1.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
3250652,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.92,0.0,No,No,No,Yes,No,No
1437354,560.0,8.0,87.0,154.0,798.0,1078.0,76.0,308.0,654.0,1082.0,169.0,No,0.0,0.94,0.89,0.0,No,No,No,Yes,No,No
1274408,6.0,2.0,1.0,23.0,44.0,62.0,10.0,35.0,67.0,90.0,2.0,No,0.0,0.43,0.45,0.0,No,No,No,Yes,No,No
1934927,60.0,8.0,0.0,58.0,108.0,158.0,18.0,59.0,110.0,154.0,7.0,No,0.0,0.62,0.65,0.0,No,No,No,Yes,No,No
2994501,428.0,12.0,360.0,1429.0,2679.0,3909.0,435.0,1453.0,2757.0,4124.0,267.0,No,0.0,0.73,0.79,0.0,No,No,Yes,Yes,No,No
1998257,90.0,8.0,0.0,41.0,41.0,49.0,7.0,24.0,81.0,93.0,0.0,No,0.0,0.71,0.7,0.0,No,No,No,Yes,No,No
1594013,42.0,4.0,10.0,36.0,80.0,135.0,15.0,33.0,33.0,33.0,0.0,No,0.0,0.68,0.66,0.0,Yes,No,No,Yes,No,No
3114292,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,No,0.0,1.0,0.99,0.0,No,No,No,Yes,No,No
3198973,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2291006,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,No,0.0,0.76,0.87,0.0,Yes,No,No,Yes,No,No
3261041,20.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2089769,15.0,4.0,0.0,0.0,0.0,1.0,2.0,4.0,10.0,17.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2014481,12.0,8.0,6.0,0.0,0.0,0.0,1.0,8.0,16.0,30.0,1.0,No,0.0,0.98,0.98,0.0,Yes,No,Yes,No,No,No
1689135,17.0,2.0,0.0,20.0,40.0,60.0,4.0,17.0,30.0,48.0,3.0,No,0.0,0.44,0.66,0.0,No,No,No,Yes,No,No
1754265,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,No,No,No
1404195,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1872972,153.0,4.0,0.0,0.0,0.0,0.0,12.0,17.0,76.0,107.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1531304,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,No
1134991,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
2189430,10.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,No,0.0,0.98,0.97,0.0,No,No,No,Yes,No,No
3282405,168.0,8.0,10.0,198.0,432.0,648.0,54.0,197.0,427.0,674.0,48.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
2841932,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1128260,9.0,8.0,0.0,0.0,0.0,23.0,7.0,9.0,15.0,15.0,0.0,No,0.0,0.96,0.93,0.0,No,No,No,Yes,No,No
1600737,564.0,8.0,0.0,0.0,0.0,0.0,4.0,6.0,8.0,8.0,0.0,No,0.0,0.92,0.96,0.0,No,No,No,Yes,No,No
1889308,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
2102165,37.0,2.0,0.0,0.0,0.0,11.0,1.0,6.0,22.0,33.0,2.0,No,0.0,0.94,0.97,0.0,No,No,No,Yes,No,No
1555404,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.8,0.82,0.0,No,No,No,Yes,No,No
3011235,36.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,0.0,No,0.0,0.83,0.69,0.0,No,No,No,Yes,No,No
1816220,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.42,0.36,0.0,No,No,No,Yes,No,No
1706041,1027.0,8.0,182.0,992.0,2324.0,3715.0,443.0,1213.0,2394.0,3649.0,370.0,No,0.0,0.94,0.95,0.0,No,No,No,Yes,No,No
2030022,44.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,No,0.0,0.84,0.86,0.0,No,No,No,Yes,No,No
1266922,206.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
3159084,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,No
1294418,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,No,0.0,0.82,0.87,0.0,No,No,No,Yes,No,No
1914156,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.58,0.58,0.0,Yes,No,No,Yes,No,No
1198637,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,No,0.0,0.94,0.96,0.0,No,No,No,Yes,No,No
1424120,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.98,0.97,0.0,Yes,No,No,Yes,No,No
1360383,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.89,0.9,0.0,No,No,No,Yes,No,No
2021326,263.0,8.0,68.0,435.0,775.0,1047.0,85.0,310.0,567.0,969.0,70.0,No,0.0,0.85,0.68,0.0,No,No,No,Yes,No,No
1168064,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.62,0.73,0.0,Yes,No,Yes,Yes,No,No
1986342,10.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,2.0,No,0.0,0.91,0.85,0.0,No,No,No,Yes,No,No
3089817,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1843500,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.63,0.72,0.0,No,No,No,Yes,No,No
2832145,39.0,8.0,0.0,0.0,0.0,0.0,2.0,8.0,15.0,21.0,0.0,No,0.0,0.98,0.99,0.0,No,No,No,Yes,No,No
1606126,1760.0,,0.0,0.0,0.0,0.0,40.0,520.0,648.0,896.0,51.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
2008987,30.0,8.0,8.0,52.0,95.0,142.0,14.0,58.0,135.0,190.0,18.0,No,0.0,1.0,0.92,0.0,No,No,No,Yes,No,No
1231368,10.0,8.0,0.0,5.0,10.0,20.0,2.0,5.0,16.0,27.0,8.0,No,0.0,0.75,0.9,0.0,No,No,No,Yes,No,No
3057510,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.48,0.48,0.0,Yes,No,No,Yes,No,No
3090629,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.99,0.97,0.0,No,No,No,Yes,No,No
2909128,226.0,,23.0,0.0,0.0,0.0,111.0,325.0,597.0,927.0,101.0,No,0.0,-99.0,-99.0,0.0,No,No,No,No,No,No
1195806,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.96,0.0,No,No,No,Yes,No,No
3121499,0.0,8.0,9.0,4.0,14.0,24.0,4.0,8.0,13.0,23.0,2.0,No,0.0,0.96,0.96,0.0,No,No,No,Yes,No,No
2059538,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1174405,9.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,10.0,4.0,No,0.0,0.67,0.46,0.0,No,No,No,Yes,No,No
1988167,163.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,-99.0,0.5,0.0,Yes,No,No,No,No,No
1200901,152.0,4.0,0.0,0.0,0.0,0.0,2.0,14.0,32.0,52.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
1651031,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
2218239,25.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
1793290,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
1189229,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,1.0,0.99,0.0,Yes,No,No,Yes,No,No
1293468,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,No,0.0,0.73,0.57,0.0,No,No,No,Yes,No,No
1130935,96.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.82,0.0,No,No,No,Yes,No,No
3033854,17.0,2.0,0.0,5.0,5.0,5.0,24.0,64.0,97.0,155.0,32.0,No,0.0,1.0,0.95,0.0,No,No,No,Yes,No,No
1359988,30.0,8.0,0.0,364.0,364.0,364.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.66,0.75,0.0,No,No,No,Yes,No,No
2988987,34.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,No,0.0,0.99,0.96,0.0,No,No,No,Yes,No,No
2103616,616.0,12.0,0.0,0.0,0.0,0.0,2.0,3.0,25.0,62.0,3.0,No,0.0,0.41,0.48,0.0,No,No,No,Yes,No,No
2183834,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,No,0.0,0.83,0.86,0.0,No,No,No,Yes,No,No
1130129,7.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,No,0.0,0.62,0.73,0.0,Yes,No,No,Yes,No,No
2264287,49.0,2.0,39.0,150.0,275.0,425.0,48.0,178.0,260.0,327.0,20.0,No,0.0,0.9,0.88,0.0,No,No,No,Yes,No,No
1678139,70.0,2.0,0.0,0.0,0.0,0.0,15.0,33.0,63.0,71.0,1.0,No,0.0,0.93,0.92,0.0,No,No,No,Yes,No,No
1479079,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.81,0.82,0.0,No,No,No,Yes,No,No
1303648,0.0,9.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.69,0.68,0.0,Yes,No,No,Yes,No,No
3018347,8.0,8.0,0.0,5.0,10.0,15.0,2.0,11.0,23.0,35.0,0.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
1942575,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.85,0.92,0.0,Yes,No,No,Yes,No,No
1146606,82.0,12.0,1.0,0.0,12.0,47.0,20.0,60.0,128.0,191.0,35.0,No,0.0,0.82,0.79,0.0,No,No,No,Yes,No,No
2863332,0.0,2.0,6.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.54,0.56,0.0,Yes,No,No,Yes,No,No
2838020,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.88,0.9,0.0,Yes,No,No,Yes,No,No
1363916,67.0,2.0,0.0,65.0,130.0,260.0,38.0,98.0,159.0,223.0,43.0,No,0.0,0.92,0.92,0.0,No,No,No,Yes,No,No
1170522,14.0,8.0,0.0,4.0,21.0,33.0,3.0,10.0,24.0,38.0,0.0,No,0.0,0.83,0.78,0.0,No,No,No,Yes,No,No
1237527,47.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,No,0.0,0.93,0.88,0.0,No,No,No,Yes,No,No
3076713,11.0,3.0,4.0,10.0,35.0,55.0,1.0,13.0,23.0,32.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
2231561,818.0,4.0,1.0,0.0,0.0,0.0,21.0,63.0,137.0,215.0,173.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1447165,2.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,No,0.0,0.99,0.92,0.0,Yes,No,No,Yes,No,No
1899831,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,Yes,Yes,No,No
1297251,10.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,No,0.0,0.97,0.9,0.0,No,No,No,Yes,No,No
1415241,70.0,4.0,42.0,353.0,539.0,713.0,42.0,134.0,143.0,143.0,31.0,No,0.0,0.82,0.88,0.0,No,No,No,Yes,No,No
3105715,1507.0,2.0,540.0,2540.0,4900.0,7100.0,820.0,2406.0,4404.0,6793.0,762.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1215657,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.98,0.99,0.0,No,No,No,Yes,No,No
1830418,4.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,5.0,0.0,No,0.0,0.66,0.78,0.0,No,No,Yes,Yes,No,No
1465626,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
3278795,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,No,0.0,0.99,0.96,0.0,No,No,No,Yes,No,No
3100436,70.0,8.0,68.0,151.0,315.0,479.0,76.0,210.0,386.0,542.0,60.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
1261827,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.98,0.99,0.0,Yes,No,No,Yes,No,No
1900438,0.0,8.0,0.0,11.0,18.0,22.0,1.0,1.0,1.0,1.0,0.0,No,0.0,0.89,0.88,1.0,No,No,Yes,Yes,No,No
3268687,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1528302,367.0,4.0,0.0,0.0,0.0,0.0,73.0,189.0,454.0,704.0,10.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1692553,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
1376205,74.0,12.0,10.0,75.0,75.0,75.0,12.0,23.0,48.0,95.0,17.0,No,0.0,0.98,0.95,0.0,No,No,No,Yes,No,No
1182417,0.0,8.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,No,0.0,0.43,0.46,5.0,Yes,No,No,No,No,No
1804507,0.0,2.0,0.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,No,6.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
2023314,38.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
3261298,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,No,0.0,0.86,0.92,0.0,No,No,No,Yes,No,No
2817728,224.0,,0.0,0.0,0.0,0.0,0.0,1.0,9.0,19.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
2992216,6.0,4.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,Yes,No,No,Yes,No,No
1209921,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.69,0.68,0.0,No,No,No,Yes,No,No
1391519,197.0,12.0,1.0,0.0,0.0,0.0,10.0,36.0,74.0,101.0,27.0,No,0.0,0.93,0.96,0.0,No,No,Yes,Yes,No,No
1962686,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1549854,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.8,0.83,0.0,No,No,No,Yes,No,No
2869088,27.0,8.0,0.0,0.0,0.0,0.0,2.0,6.0,7.0,7.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1906189,6.0,8.0,0.0,0.0,4.0,8.0,2.0,6.0,8.0,8.0,0.0,No,0.0,0.86,0.88,0.0,No,No,No,Yes,No,No
3084177,5.0,8.0,0.0,8.0,8.0,15.0,3.0,10.0,14.0,17.0,2.0,No,0.0,0.97,0.97,0.0,No,No,No,Yes,No,No
3127316,3.0,12.0,0.0,0.0,2.0,4.0,2.0,3.0,4.0,4.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
2259426,455.0,8.0,0.0,0.0,0.0,0.0,20.0,52.0,89.0,136.0,0.0,No,0.0,0.92,0.9,0.0,No,No,No,Yes,No,No
1648987,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.91,0.77,0.0,Yes,No,Yes,Yes,No,No
2004596,52.0,8.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,10.0,2.0,No,0.0,0.83,0.71,0.0,No,No,No,Yes,No,No
2835756,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,No,0.0,0.7,0.77,0.0,No,No,No,Yes,No,No
1966571,0.0,12.0,3.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,Yes,No,No,Yes,No,No
2855282,801.0,8.0,549.0,0.0,0.0,0.0,47.0,139.0,278.0,462.0,66.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
2826099,17.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,16.0,29.0,5.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1955613,148.0,52.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0,3.0,No,0.0,0.88,0.94,0.0,Yes,No,No,No,No,No
2137608,174.0,8.0,40.0,272.0,552.0,776.0,73.0,262.0,535.0,843.0,38.0,No,0.0,0.87,0.78,0.0,No,No,No,Yes,No,No
1228001,23.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,No,0.0,0.99,0.98,0.0,No,No,Yes,Yes,No,No
1945607,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.96,0.97,0.0,No,No,No,Yes,No,No
2109842,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.7,0.0,Yes,No,No,Yes,No,No
1113706,39.0,8.0,0.0,0.0,0.0,0.0,7.0,18.0,35.0,60.0,9.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1834869,15.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,No,0.0,0.74,0.74,0.0,Yes,No,No,Yes,No,No
2287662,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,No,No,No,Yes,No,No
1588092,228.0,10.0,79.0,264.0,456.0,600.0,58.0,187.0,313.0,526.0,60.0,No,24.0,0.69,0.8,0.0,No,No,No,Yes,No,No
2087599,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
2861221,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1858894,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.74,0.0,No,No,No,Yes,No,No
1444994,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,No,0.0,0.0,0.0,0.0,No,No,Yes,Yes,No,No
1901425,63.0,8.0,0.0,36.0,36.0,72.0,11.0,33.0,57.0,83.0,24.0,No,0.0,0.99,0.97,0.0,No,No,No,Yes,No,No
1768250,21.0,8.0,16.0,0.0,28.0,42.0,6.0,15.0,27.0,39.0,7.0,No,0.0,1.0,0.7,0.0,No,No,No,Yes,No,No
2842166,68.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.98,0.99,0.0,No,No,No,Yes,No,No
3272419,16.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,No,0.0,0.88,0.89,0.0,Yes,No,Yes,Yes,No,No
1863306,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,Yes,No,No,Yes,No,No
2134739,23.0,8.0,48.0,108.0,216.0,312.0,21.0,109.0,189.0,267.0,44.0,No,24.0,0.61,0.75,0.0,No,No,No,Yes,No,No
2232591,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.93,0.9,0.0,No,No,No,Yes,No,No
1901584,37.0,8.0,4.0,10.0,25.0,45.0,8.0,16.0,50.0,82.0,14.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,No
3125891,2.0,4.0,0.0,10.0,16.0,22.0,4.0,9.0,24.0,30.0,0.0,No,0.0,0.7,0.66,0.0,No,No,No,Yes,No,No
1850148,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.58,0.58,0.0,Yes,No,No,Yes,No,No
3060881,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,No,0.0,0.73,0.76,0.0,No,No,Yes,Yes,No,No
1389647,4.0,8.0,0.0,0.0,2.0,4.0,1.0,2.0,4.0,5.0,0.0,No,0.0,0.6,0.47,0.0,No,No,Yes,Yes,No,No
1746149,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.03,0.1,0.0,Yes,No,No,Yes,No,No
2166634,72.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,1.0,No,0.0,0.89,0.95,0.0,No,No,No,Yes,No,No
2846193,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
3049236,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.7,0.66,0.0,No,No,No,Yes,No,No
3266295,382.0,12.0,16.0,0.0,0.0,0.0,0.0,8.0,10.0,12.0,4.0,No,0.0,-99.0,-99.0,0.0,No,No,Yes,No,No,No
1684691,40.0,8.0,3.0,48.0,84.0,132.0,4.0,39.0,84.0,129.0,14.0,No,0.0,0.82,0.89,0.0,No,No,No,Yes,No,No
1751657,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
1523617,1.0,8.0,3.0,4.0,7.0,11.0,2.0,5.0,9.0,11.0,2.0,No,0.0,0.94,0.97,0.0,No,No,No,Yes,No,No
